_High Voltage SID Collection/DEMOS/0-9/128_Byte_Blues_BASIC.sid,sid,1
_High Voltage SID Collection/DEMOS/0-9/1394.sid,sid,2
_High Voltage SID Collection/DEMOS/0-9/150_Grams_Demoset_part_4.sid,sid,3
_High Voltage SID Collection/MUSICIANS/C/Captain_Rock/19-Nineteen.sid,sid,4
_High Voltage SID Collection/DEMOS/0-9/1_45_Tune.sid,sid,5
_High Voltage SID Collection/DEMOS/0-9/53_Miles_West_of_Venus.sid,sid,6
_High Voltage SID Collection/MUSICIANS/V/Vans/64x8_Logo-Editor.sid,sid,7
_High Voltage SID Collection/DEMOS/0-9/7D_Funkt.sid,sid,8
_High Voltage SID Collection/DEMOS/0-9/83.sid,sid,9
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/1812_Overture.sid,sid,10
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/America.sid,sid,11
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Canon_in_D.sid,sid,12
_High Voltage SID Collection/DEMOS/UNKNOWN/Music_Shop/Champion_Deluxe.sid,sid,13
_High Voltage SID Collection/DEMOS/UNKNOWN/Music_Shop/Der_Lindenbaum.sid,sid,15
_High Voltage SID Collection/MUSICIANS/E/Ewens_Louis/Elephant_Trot.sid,sid,16
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Estudio_Brillant.sid,sid,17
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Fuer_Elise.sid,sid,18
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/God_Rest_You.sid,sid,19
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Greensleeves.sid,sid,20
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Invention_VIII.sid,sid,22
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Invention_XIII.sid,sid,23
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Jesu.sid,sid,24
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Jingle_Bells.sid,sid,25
_High Voltage SID Collection/MUSICIANS/E/Ewens_Louis/Kajun_Klog.sid,sid,26
_High Voltage SID Collection/DEMOS/UNKNOWN/Music_Shop/Leise_Zieht.sid,sid,27
_High Voltage SID Collection/DEMOS/UNKNOWN/Music_Shop/Let_It_Be.sid,sid,28
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Maple_Leaf_Rag.sid,sid,29
_High Voltage SID Collection/DEMOS/UNKNOWN/Music_Shop/Mikro_I.sid,sid,30
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Minuet_in_G.sid,sid,31
_High Voltage SID Collection/DEMOS/M-R/My_Lovely_Tune.sid,sid,32
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Nutcracker.sid,sid,33
_High Voltage SID Collection/MUSICIANS/E/Ewens_Louis/Oogie_Boogie.sid,sid,34
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Peacherine_Rag.sid,sid,35
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Prelude.sid,sid,36
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Russian_Dance.sid,sid,37
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Silent_Night.sid,sid,38
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Sonata.sid,sid,39
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Sonata_in_C.sid,sid,40
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Spinning_Song.sid,sid,41
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Sugar_Plum.sid,sid,42
_High Voltage SID Collection/MUSICIANS/W/Williams_Don/Teapot.sid,sid,43
_High Voltage SID Collection/DEMOS/Commodore/Commodore_64_Christmas_Album_BASIC.sid,sid,44
_High Voltage SID Collection/DEMOS/Commodore/C_Prog_Ref_Guide_example_01_BASIC.sid,sid,46
_High Voltage SID Collection/DEMOS/Commodore/C_Prog_Ref_Guide_example_02_BASIC.sid,sid,47
_High Voltage SID Collection/DEMOS/Commodore/C_Prog_Ref_Guide_example_03_BASIC.sid,sid,48
_High Voltage SID Collection/DEMOS/Commodore/C_Prog_Ref_Guide_example_04_BASIC.sid,sid,49
_High Voltage SID Collection/DEMOS/Commodore/C_Prog_Ref_Guide_example_05_BASIC.sid,sid,50
_High Voltage SID Collection/DEMOS/Commodore/C_Prog_Ref_Guide_example_07_BASIC.sid,sid,51
