_High Voltage SID Collection/MUSICIANS/T/Topaz/Travel.sid,sid,36753
_High Voltage SID Collection/MUSICIANS/T/Topaz/Lost.sid,sid,36754
_High Voltage SID Collection/MUSICIANS/T/Topaz/NYC.sid,sid,36755
_High Voltage SID Collection/MUSICIANS/T/Topaz/Segis.sid,sid,36756
_High Voltage SID Collection/MUSICIANS/T/Topaz/Doomie.sid,sid,36757
_High Voltage SID Collection/MUSICIANS/T/Topaz/Bertz.sid,sid,36758
_High Voltage SID Collection/MUSICIANS/T/Topaz/Seastar.sid,sid,36759
_High Voltage SID Collection/MUSICIANS/T/Topaz/Tracy_Tramp.sid,sid,36760
_High Voltage SID Collection/MUSICIANS/T/Topaz/Joker.sid,sid,36761
_High Voltage SID Collection/MUSICIANS/T/Topaz/Quizz.sid,sid,36762
_High Voltage SID Collection/MUSICIANS/T/Tron_Olsson_Mikael/Snabelnaesa.sid,sid,36763
_High Voltage SID Collection/MUSICIANS/T/Tron_Olsson_Mikael/H_T_R_A_T_F_Q_A_L_W_A_tune_4.sid,sid,36764
_High Voltage SID Collection/MUSICIANS/T/Toy/Insomnia_part_3.sid,sid,36766
_High Voltage SID Collection/MUSICIANS/T/Toy/Look_of_Love.sid,sid,36767
_High Voltage SID Collection/MUSICIANS/T/Toy/Frozen_Bytes_part_3.sid,sid,36768
_High Voltage SID Collection/MUSICIANS/T/TDS/Oregon.sid,sid,36769
_High Voltage SID Collection/MUSICIANS/T/Tichelmann_Kay/Mystic_Art_intro.sid,sid,36770
_High Voltage SID Collection/MUSICIANS/T/Tonid/Guilty.sid,sid,36771
_High Voltage SID Collection/MUSICIANS/T/Tonid/Punkadiddle.sid,sid,36772
_High Voltage SID Collection/MUSICIANS/T/Tonid/Perfect_Beat_Mix_II.sid,sid,36773
_High Voltage SID Collection/MUSICIANS/T/Tonid/Head_Like_a_Hole.sid,sid,36774
_High Voltage SID Collection/MUSICIANS/T/Tonid/Heavy_Whispers.sid,sid,36775
_High Voltage SID Collection/MUSICIANS/T/Tonid/Blue_Peter.sid,sid,36776
_High Voltage SID Collection/MUSICIANS/T/Tonid/Chickenshit_Conformist.sid,sid,36777
_High Voltage SID Collection/MUSICIANS/T/Tonid/Another_Voyage_by_Train.sid,sid,36778
_High Voltage SID Collection/MUSICIANS/T/Tonid/Moonlight_Shadow.sid,sid,36779
_High Voltage SID Collection/MUSICIANS/T/Tonid/TV-War.sid,sid,36780
_High Voltage SID Collection/MUSICIANS/T/Tonid/Five_Miles_Out.sid,sid,36781
_High Voltage SID Collection/MUSICIANS/T/Tonid/Mega-Demo_II.sid,sid,36782
_High Voltage SID Collection/MUSICIANS/T/Tonid/Venom.sid,sid,36783
_High Voltage SID Collection/MUSICIANS/T/Tonid/One_Way_Ticket_to_Pluto.sid,sid,36784
_High Voltage SID Collection/MUSICIANS/T/Tonid/Perfect_Beat_Mix_I.sid,sid,36785
_High Voltage SID Collection/MUSICIANS/T/Tonid/Policy_of_Truth.sid,sid,36786
_High Voltage SID Collection/MUSICIANS/T/Tonid/Tubular_Bells.sid,sid,36787
_High Voltage SID Collection/MUSICIANS/T/The_Magical_Garfield/TMG_10.sid,sid,36788
_High Voltage SID Collection/MUSICIANS/T/The_Magical_Garfield/Antinational_1_intro.sid,sid,36789
_High Voltage SID Collection/MUSICIANS/T/The_Magical_Garfield/TMG_11.sid,sid,36790
_High Voltage SID Collection/MUSICIANS/T/The_Magical_Garfield/Something_Hard_2.sid,sid,36791
_High Voltage SID Collection/MUSICIANS/T/Trans/Let_the_Music_Play.sid,sid,36792
_High Voltage SID Collection/MUSICIANS/T/Trans/Homage.sid,sid,36793
_High Voltage SID Collection/MUSICIANS/T/Trans/Peter_Gun_Theme.sid,sid,36794
_High Voltage SID Collection/MUSICIANS/T/Turtle/Outrun.sid,sid,36795
_High Voltage SID Collection/MUSICIANS/T/The_Blue_Ninja/Lytes_Dia_Show_intro.sid,sid,36796
_High Voltage SID Collection/MUSICIANS/T/The_Blue_Ninja/Tunes_for_Amnesty.sid,sid,36797
_High Voltage SID Collection/MUSICIANS/T/Tel_Jeroen/Member_Demo.sid,sid,36798
_High Voltage SID Collection/MUSICIANS/T/TBB/Jazzie.sid,sid,36799
_High Voltage SID Collection/MUSICIANS/T/TBB/Dark_Melody.sid,sid,36800
_High Voltage SID Collection/MUSICIANS/T/TBB/Happolakepop.sid,sid,36801
_High Voltage SID Collection/MUSICIANS/T/TSM/Vieni_avanti_cretino.sid,sid,36802
_High Voltage SID Collection/MUSICIANS/T/TSM/QGame.sid,sid,36803
_High Voltage SID Collection/MUSICIANS/T/The_Dynamic_Junk/Artoo_Goes_Bebop.sid,sid,36804
_High Voltage SID Collection/MUSICIANS/T/Tjagvad/Griffa.sid,sid,36805
_High Voltage SID Collection/MUSICIANS/T/Tjagvad/Red_Star.sid,sid,36806
_High Voltage SID Collection/MUSICIANS/T/Tragic_Error/Blums.sid,sid,36807
